onet_soc_2010;element_id;element_name;date;source;value
29-1081.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.0807
29-1081.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.8892
29-1081.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;3.71
29-1081.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.8276
29-1081.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1.0181
29-1081.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;3.1015
29-1081.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;4.7423
29-1081.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1
29-1081.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;2.4182
29-1081.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.9714
29-1081.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;2.7686
29-1122.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Occupational Expert;2.5714
29-1122.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Occupational Expert;1.4
29-1122.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Occupational Expert;1.7427
29-1122.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Occupational Expert;1.7714
29-1122.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Occupational Expert;2.1763
29-1122.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Occupational Expert;1.0857
29-1122.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Occupational Expert;1.2
29-1122.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Occupational Expert;4.3997
29-1122.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Occupational Expert;1.0857
29-1122.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Occupational Expert;1.486
29-1122.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Occupational Expert;1.4
29-1122.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Occupational Expert;1.7145
29-1122.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;2.9996
29-1122.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;3.0003
29-1122.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;2.7055
29-1122.01;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;2.4857
29-1122.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;1.5145
29-1122.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1.0294
29-1122.01;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1
29-1122.01;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;2.9704
29-1122.01;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1.1176
29-1122.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;1.0882
29-1122.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;2.4119
29-1122.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.606
29-1123.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;2.4053
29-1123.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;1.2947
29-1123.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;1.3583
29-1123.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;2.2387
29-1123.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;2.2361
29-1123.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1.0044
29-1123.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1.0928
29-1123.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;4.0943
29-1123.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1
29-1123.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;1.1453
29-1123.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;1.1931
29-1123.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;1.5399
29-1124.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;2.3724
29-1124.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;1.3576
29-1124.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;1.7932
29-1124.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;3.3822
29-1124.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;2.2403
29-1124.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1
29-1124.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;3.4951
29-1124.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;4.3186
29-1124.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1.0163
29-1124.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;2.9034
29-1124.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;2.8322
29-1124.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;1.3695
29-1125.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Occupational Expert;2.8849
29-1125.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Occupational Expert;1.7696
29-1125.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Occupational Expert;1.4233
29-1125.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Occupational Expert;2.2693
29-1125.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Occupational Expert;2.077
29-1125.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Occupational Expert;1.0385
29-1125.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Occupational Expert;1.0769
29-1125.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Occupational Expert;4.0384
29-1125.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Occupational Expert;1.3079
29-1125.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Occupational Expert;1.2308
29-1125.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Occupational Expert;1.2693
29-1125.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Occupational Expert;1.808
29-1126.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;2.9696
29-1126.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;1.2169
29-1126.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;1.6689
29-1126.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;3.2728
29-1126.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;2.5855
29-1126.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1.0013
29-1126.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;3.529
29-1126.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;4.912
29-1126.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;1.002
29-1126.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;2.3472
29-1126.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;1.0853
29-1126.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;1.6846
29-1127.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;3.3577
29-1127.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;1.3159
29-1127.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;1.0813
29-1127.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;2.6612
29-1127.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;1.739
29-1127.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1
29-1127.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;1.3077
29-1127.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;3.0175
29-1127.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;1
29-1127.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;1.028
29-1127.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;1.0168
29-1127.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;1.4756
29-1131.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;3.7289
29-1131.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;1.2652
29-1131.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;1.3517
29-1131.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;3.8999
29-1131.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;1.7673
29-1131.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1.0502
29-1131.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;3.4018
29-1131.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;3.9789
29-1131.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;1.0679
29-1131.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;2.7324
29-1131.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;1.9703
29-1131.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;3.7342
29-1141.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;2.9521
29-1141.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;1.3996
29-1141.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;1.764
29-1141.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;2.7816
29-1141.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;2.08
29-1141.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1
29-1141.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1.5517
29-1141.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;4.6341
29-1141.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1.0369
29-1141.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;1.8449
29-1141.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;1.0633
29-1141.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;2.0758
29-1141.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;3.85
29-1141.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1.3
29-1141.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;2.45
29-1141.01;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;3.9
29-1141.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;3.15
29-1141.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.05
29-1141.01;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;3.25
29-1141.01;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;4.95
29-1141.01;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1
29-1141.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;2.9
29-1141.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.6
29-1141.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.8946
29-1141.02;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;2.5834
29-1141.02;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;1.5834
29-1141.02;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;1.5831
29-1141.02;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;1.708
29-1141.02;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;1.6666
29-1141.02;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1
29-1141.02;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1.1667
29-1141.02;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;3.6247
29-1141.02;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1
29-1141.02;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;1.5003
29-1141.02;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;1.0833
29-1141.02;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.3748
29-1141.03;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;3.5907
29-1141.03;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1.2276
29-1141.03;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;2.0457
29-1141.03;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;4.0475
29-1141.03;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;3.6816
29-1141.03;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1
29-1141.03;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;3.5908
29-1141.03;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;4.773
29-1141.03;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1.091
29-1141.03;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;2.6669
29-1141.03;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.6818
29-1141.03;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.6367
29-1141.04;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;3.8096
29-1141.04;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1.0476
29-1141.04;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;1.7618
29-1141.04;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;3.7619
29-1141.04;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;2.8571
29-1141.04;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1
29-1141.04;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;3.143
29-1141.04;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;4.7619
29-1141.04;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1
29-1141.04;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;2.4763
29-1141.04;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.1903
29-1141.04;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.8568
29-1151.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;3.5884
29-1151.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1.5585
29-1151.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;2.8819
29-1151.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;4.4121
29-1151.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;2.9118
29-1151.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.0588
29-1151.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;3.8531
29-1151.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;4.7941
29-1151.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1
29-1151.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;3.206
29-1151.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.7942
29-1151.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.5881
29-1161.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;1.8709
29-1161.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1
29-1161.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;1.5165
29-1161.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;2.3547
29-1161.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;2.3664
29-1161.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.0323
29-1161.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.2581
29-1161.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;4.6132
29-1161.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1
29-1161.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;1.3874
29-1161.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.1935
29-1161.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.4193
29-1171.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;2.5805
29-1171.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1.258
29-1171.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;1.871
29-1171.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;3.6774
29-1171.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;2.2902
29-1171.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.0323
29-1171.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;2.1291
29-1171.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;4.9677
29-1171.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1.0968
29-1171.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;2.2901
29-1171.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.5159
29-1171.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.9676
29-1181.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;2.067
29-1181.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;1
29-1181.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;1.0667
29-1181.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;2.1665
29-1181.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;1.4825
29-1181.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1
29-1181.00;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1
29-1181.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;3.433
29-1181.00;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1
29-1181.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;1.3997
29-1181.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;1.5333
29-1181.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.1333
29-1199.04;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;1.4197
29-1199.04;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1
29-1199.04;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;1.1614
29-1199.04;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;1.3226
29-1199.04;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;1.1291
29-1199.04;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1
29-1199.04;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.1937
29-1199.04;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;4.0645
29-1199.04;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1.1616
29-1199.04;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;1.1937
29-1199.04;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.1292
29-1199.04;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.4522
29-1199.05;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;2.5717
29-1199.05;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1
29-1199.05;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;1.4567
29-1199.05;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;1.4858
29-1199.05;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;1.5139
29-1199.05;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.0286
29-1199.05;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.0286
29-1199.05;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;3.5428
29-1199.05;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1
29-1199.05;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;1.1143
29-1199.05;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1
29-1199.05;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.1429
29-2011.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;3.602
29-2011.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;1.2203
29-2011.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;1.5387
29-2011.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;3.9371
29-2011.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;2.243
29-2011.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1
29-2011.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1.1702
29-2011.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;4.9801
29-2011.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1.043
29-2011.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;3.1039
29-2011.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;1.879
29-2011.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;1.7548
29-2011.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;2.1872
29-2011.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;1.1561
29-2011.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;1.6244
29-2011.01;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;3.0906
29-2011.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;1.3333
29-2011.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1
29-2011.01;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1.0606
29-2011.01;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;4.4243
29-2011.01;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1
29-2011.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;3.9087
29-2011.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;1.3939
29-2011.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.1818
